city,area,rooms,bathroom,parking spaces,floor,animal,furniture,rent amount (R$)
Sao Paulo,45,1,1,1,3,not acept,furnished,4000
Campinas,45,1,1,1,3,acept,not furnished,600
Sao Paulo,45,1,1,1,3,acept,not furnished,3200
Campinas,45,1,1,1,3,acept,furnished,1320
Porto Alegre,45,1,1,1,3,acept,not furnished,1020
Belo Horizonte,45,1,1,1,3,not acept,furnished,3000
Porto Alegre,45,1,1,1,3,acept,not furnished,1205
Sao Paulo,45,1,1,0,3,not acept,furnished,3850
Campinas,45,1,1,0,3,acept,not furnished,860
Sao Paulo,44,1,1,1,3,acept,not furnished,3450
Porto Alegre,44,1,2,0,3,acept,not furnished,1350
Porto Alegre,44,1,2,0,3,acept,not furnished,1350
Porto Alegre,44,1,2,0,3,acept,not furnished,1350
Rio de Janeiro,44,1,1,0,3,acept,not furnished,2350
Rio de Janeiro,44,1,1,0,3,acept,furnished,1100
Campinas,44,1,1,0,3,acept,furnished,916
Porto Alegre,44,1,1,0,3,acept,not furnished,1300
Sao Paulo,44,1,1,0,3,acept,not furnished,2300
Porto Alegre,44,1,1,0,3,acept,not furnished,940
Porto Alegre,43,1,1,2,3,acept,furnished,2500
Porto Alegre,43,1,1,0,3,acept,furnished,1500
Sao Paulo,42,1,1,1,3,acept,not furnished,2700
Porto Alegre,42,1,1,1,3,acept,not furnished,1390
Porto Alegre,42,1,1,1,3,acept,furnished,1400
Sao Paulo,42,1,1,0,3,acept,not furnished,1120
Porto Alegre,42,1,1,0,3,acept,furnished,1050
Sao Paulo,41,1,1,1,3,acept,furnished,2800
Sao Paulo,41,1,1,0,3,acept,not furnished,1760
Sao Paulo,40,1,1,1,3,acept,furnished,3179
Sao Paulo,40,1,1,1,3,acept,furnished,3200
Sao Paulo,40,1,1,1,3,not acept,furnished,2300
Sao Paulo,40,1,1,1,3,not acept,not furnished,1080
Rio de Janeiro,40,1,1,0,3,acept,not furnished,2800
Belo Horizonte,40,1,1,0,3,not acept,not furnished,1000
Rio de Janeiro,40,1,1,0,3,acept,not furnished,1480
Porto Alegre,40,1,1,0,3,acept,furnished,1084
Sao Paulo,40,1,1,0,3,acept,furnished,1700
Porto Alegre,40,1,1,0,3,acept,furnished,750
Rio de Janeiro,40,1,1,0,3,acept,not furnished,2400
Sao Paulo,40,1,1,0,3,acept,not furnished,1350
Sao Paulo,40,1,1,0,3,acept,not furnished,1100
Rio de Janeiro,40,1,1,0,3,acept,not furnished,725
Porto Alegre,40,1,1,0,3,acept,not furnished,930
Porto Alegre,40,1,1,0,3,not acept,furnished,2000
Porto Alegre,40,1,1,0,3,not acept,furnished,2000
Sao Paulo,39,1,1,1,3,not acept,furnished,2500
Rio de Janeiro,39,1,1,0,3,acept,not furnished,980
Sao Paulo,39,1,1,0,3,acept,furnished,1700
Porto Alegre,39,1,1,0,3,acept,not furnished,550
Sao Paulo,38,1,1,1,3,acept,furnished,3008
Rio de Janeiro,38,1,1,1,3,acept,not furnished,1450
Rio de Janeiro,38,1,1,1,3,acept,not furnished,1450
Porto Alegre,38,1,1,1,3,acept,not furnished,500
Campinas,38,1,1,0,3,not acept,not furnished,750
Porto Alegre,38,1,1,0,3,acept,not furnished,1300
Sao Paulo,38,1,1,0,3,not acept,not furnished,1685
Sao Paulo,37,1,1,1,3,not acept,furnished,3300
Sao Paulo,37,1,1,0,3,not acept,furnished,3500
Porto Alegre,37,1,1,0,3,acept,not furnished,650
Sao Paulo,36,1,1,0,3,acept,furnished,2500
Sao Paulo,35,1,1,1,3,not acept,furnished,4200
Rio de Janeiro,35,1,1,0,3,acept,not furnished,2000
Rio de Janeiro,35,1,1,0,3,not acept,furnished,2300
Rio de Janeiro,35,1,1,0,3,not acept,furnished,2600
Sao Paulo,35,1,1,0,3,acept,furnished,2500
Rio de Janeiro,35,1,1,0,3,acept,furnished,1600
Rio de Janeiro,35,1,1,0,3,acept,not furnished,800
Rio de Janeiro,35,1,1,0,3,acept,not furnished,700
Porto Alegre,35,1,1,0,3,acept,furnished,880
Sao Paulo,35,1,1,0,3,not acept,not furnished,850
Rio de Janeiro,35,1,1,0,3,acept,not furnished,791
Rio de Janeiro,34,1,1,0,3,not acept,furnished,2000
Belo Horizonte,33,1,1,1,3,acept,not furnished,1600
Belo Horizonte,33,1,1,1,3,acept,not furnished,1600
Rio de Janeiro,33,1,1,0,3,acept,not furnished,1200
Sao Paulo,33,1,1,0,3,acept,not furnished,1650
Sao Paulo,33,1,1,0,3,acept,not furnished,1650
Sao Paulo,32,1,1,1,3,not acept,furnished,2150
Sao Paulo,32,1,1,1,3,not acept,furnished,2150
Sao Paulo,32,1,1,0,3,acept,not furnished,1700
Sao Paulo,31,1,1,1,3,not acept,furnished,1990
Belo Horizonte,31,1,1,1,3,not acept,not furnished,460
Sao Paulo,31,1,1,0,3,not acept,furnished,1900
Sao Paulo,30,1,1,1,3,acept,furnished,3300
Porto Alegre,30,1,1,1,3,acept,not furnished,1110
Rio de Janeiro,30,1,1,1,3,acept,not furnished,500
Rio de Janeiro,30,1,1,1,3,acept,not furnished,500
Sao Paulo,30,1,1,0,3,acept,furnished,2850
Sao Paulo,30,1,1,0,3,acept,not furnished,1700
Rio de Janeiro,30,1,1,0,3,acept,not furnished,1000
Sao Paulo,30,1,1,0,3,not acept,not furnished,920
Rio de Janeiro,30,1,1,0,3,acept,not furnished,700
Rio de Janeiro,30,1,1,0,3,acept,not furnished,750
Porto Alegre,30,1,1,0,3,not acept,not furnished,650
Porto Alegre,30,1,1,0,3,acept,not furnished,1360
Belo Horizonte,30,1,1,0,3,not acept,not furnished,750
Belo Horizonte,30,1,1,0,3,not acept,not furnished,1500
Porto Alegre,28,1,1,1,3,acept,not furnished,930
Rio de Janeiro,28,1,1,0,3,acept,furnished,1189
Sao Paulo,26,1,1,1,3,acept,furnished,1396
Rio de Janeiro,26,1,1,0,3,acept,not furnished,1200
Sao Paulo,26,1,1,0,3,acept,not furnished,3500
Belo Horizonte,25,1,1,0,3,not acept,furnished,890
Rio de Janeiro,25,1,1,0,3,not acept,not furnished,1336
Rio de Janeiro,25,1,1,0,3,not acept,not furnished,1336
Rio de Janeiro,25,1,1,0,3,acept,not furnished,1513
Sao Paulo,25,1,1,0,3,acept,not furnished,1650
Sao Paulo,25,1,1,0,3,acept,furnished,1800
Rio de Janeiro,25,1,1,0,3,acept,furnished,1750
Rio de Janeiro,25,1,1,0,3,not acept,not furnished,1900
Sao Paulo,25,1,1,0,3,not acept,not furnished,1178
Campinas,25,1,1,0,3,not acept,not furnished,1000
Campinas,25,1,1,0,3,not acept,not furnished,1020
Porto Alegre,25,1,1,0,3,acept,not furnished,2000
Porto Alegre,25,1,1,0,3,acept,not furnished,790
Sao Paulo,24,1,1,0,3,acept,furnished,2020
Belo Horizonte,22,1,1,0,3,not acept,furnished,1300
Sao Paulo,20,1,1,1,3,not acept,furnished,1360
Sao Paulo,20,1,1,0,3,acept,furnished,1800
Sao Paulo,20,1,1,0,3,acept,furnished,1800
Sao Paulo,20,1,1,0,3,acept,furnished,1800
Sao Paulo,20,1,1,0,3,acept,furnished,2800
Rio de Janeiro,20,1,1,0,3,acept,not furnished,850
Sao Paulo,20,1,1,0,3,not acept,furnished,600
Sao Paulo,20,1,1,0,3,not acept,furnished,600
Sao Paulo,20,1,1,0,3,not acept,not furnished,1530
Sao Paulo,20,1,1,0,3,not acept,furnished,3142
Sao Paulo,20,1,1,0,3,not acept,furnished,3142
Rio de Janeiro,19,1,1,0,3,acept,not furnished,500
Sao Paulo,18,1,1,1,3,not acept,not furnished,1090
Rio de Janeiro,18,1,1,0,3,acept,not furnished,650
Porto Alegre,18,1,1,0,3,not acept,furnished,1090
Belo Horizonte,15,1,1,0,3,not acept,furnished,1100
Belo Horizonte,15,1,1,0,3,not acept,furnished,1100
Belo Horizonte,15,1,1,0,3,not acept,furnished,1100
Sao Paulo,183,6,5,2,2,not acept,not furnished,3800
Porto Alegre,180,6,2,2,2,acept,not furnished,4100
Sao Paulo,530,5,6,4,2,acept,furnished,15000
Campinas,398,5,6,0,2,acept,not furnished,8500
Belo Horizonte,168,5,3,2,2,acept,not furnished,2900
Sao Paulo,130,5,2,0,2,acept,not furnished,3000
Sao Paulo,560,4,4,7,2,acept,not furnished,15000
Rio de Janeiro,388,4,4,1,2,not acept,not furnished,15000
Sao Paulo,383,4,4,5,2,acept,not furnished,3004
Sao Paulo,380,4,5,5,2,acept,not furnished,3400
Sao Paulo,360,4,7,5,2,acept,not furnished,3990
Sao Paulo,360,4,5,4,2,acept,furnished,12750
Sao Paulo,350,4,5,4,2,acept,furnished,15000
Sao Paulo,340,4,5,4,2,acept,not furnished,8000
Sao Paulo,335,4,6,4,2,acept,furnished,4500
Porto Alegre,302,4,4,3,2,acept,not furnished,8973
Belo Horizonte,300,4,6,4,2,acept,furnished,13000
Campinas,300,4,4,3,2,acept,not furnished,6000
Sao Paulo,288,4,5,4,2,acept,furnished,4800
Sao Paulo,272,4,4,4,2,acept,not furnished,13000
Sao Paulo,270,4,3,3,2,acept,not furnished,7500
Rio de Janeiro,264,4,4,1,2,not acept,furnished,7000
Sao Paulo,255,4,4,3,2,acept,not furnished,6600
Belo Horizonte,250,4,3,4,2,acept,not furnished,10000
Sao Paulo,250,4,5,3,2,acept,not furnished,2550
Sao Paulo,250,4,3,3,2,acept,not furnished,2430
Sao Paulo,250,4,3,3,2,acept,not furnished,4000
Sao Paulo,250,4,2,3,2,not acept,furnished,15000
Sao Paulo,244,4,3,4,2,acept,not furnished,7000
Sao Paulo,244,4,3,4,2,acept,furnished,4774
Sao Paulo,240,4,6,4,2,not acept,not furnished,4410
Rio de Janeiro,240,4,4,2,2,acept,furnished,12500
Sao Paulo,230,4,3,2,2,acept,not furnished,10000
Sao Paulo,230,4,3,1,2,not acept,not furnished,3600
Belo Horizonte,230,4,2,1,2,acept,not furnished,2850
Sao Paulo,229,4,2,3,2,acept,furnished,5500
Sao Paulo,226,4,4,4,2,acept,not furnished,3000
Sao Paulo,224,4,4,3,2,acept,furnished,9350
Sao Paulo,220,4,4,3,2,acept,not furnished,4500
Sao Paulo,220,4,3,3,2,not acept,furnished,9000
Belo Horizonte,220,4,3,2,2,acept,not furnished,3500
Sao Paulo,220,4,2,1,2,not acept,not furnished,6000
Sao Paulo,215,4,6,3,2,acept,furnished,5700
Sao Paulo,211,4,5,4,2,acept,not furnished,3800
Sao Paulo,211,4,4,4,2,acept,not furnished,3390
Rio de Janeiro,210,4,5,2,2,acept,not furnished,8000
Sao Paulo,208,4,5,2,2,acept,not furnished,7000
Sao Paulo,204,4,3,1,2,acept,furnished,6000
Belo Horizonte,201,4,4,3,2,acept,not furnished,5300
Sao Paulo,200,4,5,3,2,acept,not furnished,4500
Sao Paulo,200,4,4,3,2,acept,furnished,5000
Rio de Janeiro,200,4,3,2,2,acept,not furnished,8000
Belo Horizonte,200,4,2,2,2,acept,not furnished,4300
Belo Horizonte,192,4,3,3,2,acept,furnished,2400
Sao Paulo,186,4,2,2,2,acept,not furnished,2500
Sao Paulo,184,4,3,3,2,acept,furnished,4500
Sao Paulo,180,4,4,2,2,acept,not furnished,2000
Rio de Janeiro,180,4,2,1,2,acept,furnished,6000
Belo Horizonte,170,4,2,2,2,acept,not furnished,4000
Belo Horizonte,168,4,3,2,2,not acept,not furnished,2000
Belo Horizonte,163,4,3,2,2,acept,not furnished,2300
Sao Paulo,160,4,5,3,2,acept,furnished,3800
Sao Paulo,160,4,4,3,2,acept,not furnished,11000
Rio de Janeiro,160,4,3,2,2,acept,not furnished,6200
Rio de Janeiro,160,4,2,1,2,acept,not furnished,4230
Rio de Janeiro,154,4,2,2,2,acept,not furnished,4250
Belo Horizonte,154,4,2,2,2,acept,not furnished,2800
Sao Paulo,150,4,2,3,2,acept,not furnished,7377
Rio de Janeiro,150,4,2,2,2,acept,not furnished,9000
Belo Horizonte,150,4,2,1,2,not acept,not furnished,1800
Sao Paulo,150,4,3,0,2,acept,not furnished,2850
Porto Alegre,147,4,4,2,2,acept,not furnished,1800
Belo Horizonte,141,4,2,1,2,acept,not furnished,3000
Campinas,140,4,3,2,2,acept,not furnished,3000
Belo Horizonte,140,4,2,2,2,acept,not furnished,2281
Belo Horizonte,140,4,3,1,2,acept,not furnished,2300
Belo Horizonte,135,4,3,2,2,not acept,not furnished,2450
Belo Horizonte,135,4,2,2,2,acept,not furnished,3800
Belo Horizonte,135,4,2,1,2,acept,not furnished,2200
Sao Paulo,130,4,4,3,2,acept,not furnished,3000
Belo Horizonte,130,4,2,2,2,acept,not furnished,2350
Rio de Janeiro,130,4,2,1,2,not acept,furnished,3300
Rio de Janeiro,130,4,3,0,2,acept,furnished,9900
Sao Paulo,129,4,2,3,2,acept,furnished,5500
Rio de Janeiro,128,4,2,0,2,not acept,not furnished,2000
Rio de Janeiro,125,4,2,2,2,not acept,not furnished,4500
Rio de Janeiro,124,4,2,1,2,acept,not furnished,5900
Belo Horizonte,120,4,3,2,2,acept,not furnished,3250
Belo Horizonte,120,4,3,2,2,acept,not furnished,3250
Sao Paulo,115,4,4,3,2,acept,not furnished,4000
Porto Alegre,112,4,2,1,2,acept,not furnished,1880
Porto Alegre,109,4,3,1,2,acept,not furnished,1950
Sao Paulo,100,4,3,2,2,acept,not furnished,2500
Porto Alegre,100,4,2,1,2,acept,not furnished,1820
Belo Horizonte,90,4,3,1,2,acept,not furnished,950
Belo Horizonte,87,4,2,2,2,acept,not furnished,1600
Rio de Janeiro,75,4,1,0,2,acept,not furnished,2200
Belo Horizonte,2000,3,3,2,2,acept,furnished,5000
Sao Paulo,345,3,3,5,2,acept,not furnished,12750
Sao Paulo,340,3,4,4,2,not acept,not furnished,12500
Belo Horizonte,300,3,2,1,2,acept,not furnished,2300
Sao Paulo,296,3,4,4,2,acept,not furnished,8864
Rio de Janeiro,280,3,3,2,2,acept,furnished,8000
Porto Alegre,263,3,3,0,2,acept,furnished,3500
Sao Paulo,250,3,4,4,2,not acept,furnished,10000
Sao Paulo,250,3,2,1,2,acept,not furnished,8500
Sao Paulo,248,3,4,4,2,acept,not furnished,14000
Campinas,248,3,4,4,2,acept,not furnished,8000
Sao Paulo,248,3,4,3,2,acept,not furnished,5300
Porto Alegre,243,3,5,1,2,acept,not furnished,5556
Sao Paulo,242,3,4,2,2,acept,not furnished,4500
Porto Alegre,238,3,3,3,2,acept,furnished,4180
Sao Paulo,235,3,4,4,2,acept,furnished,15000
Sao Paulo,235,3,4,3,2,acept,not furnished,2550
Sao Paulo,230,3,4,3,2,acept,not furnished,12000
Campinas,223,3,5,2,2,acept,not furnished,3300
Sao Paulo,220,3,4,4,2,acept,not furnished,5500
Sao Paulo,220,3,4,3,2,not acept,not furnished,5150
Sao Paulo,210,3,4,4,2,not acept,not furnished,6375
Sao Paulo,210,3,5,3,2,acept,furnished,3800
Sao Paulo,208,3,3,2,2,acept,furnished,7000
Campinas,205,3,2,1,2,acept,not furnished,2200
Sao Paulo,204,3,2,2,2,acept,not furnished,7000
Sao Paulo,201,3,5,3,2,not acept,furnished,10000
Sao Paulo,200,3,4,4,2,not acept,furnished,12000
Porto Alegre,200,3,3,4,2,acept,not furnished,1200
Sao Paulo,200,3,4,2,2,acept,not furnished,9180
Belo Horizonte,200,3,3,1,2,acept,not furnished,2100
Sao Paulo,200,3,2,1,2,acept,not furnished,4500
Sao Paulo,200,3,4,0,2,acept,not furnished,3600
Sao Paulo,190,3,4,3,2,acept,not furnished,5950
Sao Paulo,187,3,3,2,2,acept,not furnished,2950
Sao Paulo,186,3,4,3,2,acept,not furnished,8000
Rio de Janeiro,185,3,2,2,2,not acept,not furnished,6000
Belo Horizonte,184,3,3,1,2,acept,not furnished,1200
Porto Alegre,180,3,2,3,2,acept,furnished,5100
Porto Alegre,180,3,2,3,2,acept,furnished,5100
Sao Paulo,180,3,2,2,2,acept,not furnished,7000
Belo Horizonte,180,3,2,2,2,acept,not furnished,2300
Rio de Janeiro,180,3,3,1,2,acept,not furnished,2910
Rio de Janeiro,180,3,2,1,2,acept,not furnished,4800
Sao Paulo,180,3,2,1,2,acept,furnished,5500
Sao Paulo,180,3,2,1,2,acept,not furnished,10000
Belo Horizonte,178,3,2,2,2,acept,not furnished,1660
Sao Paulo,178,3,2,1,2,not acept,not furnished,1900
Rio de Janeiro,177,3,3,4,2,acept,not furnished,6900
Sao Paulo,174,3,4,2,2,acept,not furnished,6000
Sao Paulo,173,3,4,3,2,acept,not furnished,1950
Sao Paulo,173,3,3,3,2,acept,not furnished,2000
Sao Paulo,166,3,2,2,2,acept,not furnished,7000
Belo Horizonte,165,3,2,4,2,acept,furnished,2870
Sao Paulo,165,3,3,3,2,acept,not furnished,2700
Sao Paulo,165,3,3,2,2,acept,furnished,2710
Rio de Janeiro,163,3,3,0,2,acept,not furnished,6400
Sao Paulo,160,3,4,4,2,acept,not furnished,2100
Belo Horizonte,160,3,3,2,2,acept,not furnished,1700
Rio de Janeiro,160,3,2,1,2,acept,not furnished,4000
Rio de Janeiro,160,3,2,1,2,not acept,not furnished,3100
Sao Paulo,158,3,4,2,2,acept,not furnished,2750
Rio de Janeiro,157,3,2,1,2,acept,not furnished,4500
Sao Paulo,156,3,4,2,2,acept,not furnished,2000
Porto Alegre,156,3,1,0,2,acept,not furnished,1600
Sao Paulo,155,3,3,2,2,acept,furnished,12000
Rio de Janeiro,154,3,2,0,2,acept,furnished,12000
Rio de Janeiro,153,3,2,1,2,acept,not furnished,2550
Sao Paulo,150,3,5,3,2,acept,furnished,11000
Rio de Janeiro,150,3,2,3,2,acept,not furnished,2430
Sao Paulo,150,3,2,2,2,acept,not furnished,2000
Rio de Janeiro,150,3,1,2,2,acept,not furnished,5200
Porto Alegre,150,3,3,0,2,not acept,furnished,4740
Sao Paulo,147,3,4,2,2,acept,furnished,11000
Sao Paulo,145,3,2,1,2,acept,furnished,2000
Porto Alegre,145,3,4,0,2,acept,furnished,2950
Rio de Janeiro,144,3,2,0,2,acept,furnished,5500
Sao Paulo,142,3,4,3,2,acept,not furnished,5000
Sao Paulo,142,3,4,3,2,acept,not furnished,6000
Porto Alegre,140,3,4,3,2,acept,furnished,8000
Sao Paulo,140,3,3,3,2,acept,not furnished,4200
Rio de Janeiro,140,3,2,3,2,acept,furnished,4235
Sao Paulo,140,3,4,2,2,acept,not furnished,2500
Sao Paulo,140,3,3,2,2,acept,not furnished,2800
Sao Paulo,140,3,2,2,2,acept,not furnished,3700
Sao Paulo,140,3,3,1,2,acept,furnished,3000
Porto Alegre,140,3,3,0,2,acept,not furnished,1700
Sao Paulo,140,3,2,0,2,acept,not furnished,7000
Rio de Janeiro,140,3,2,0,2,acept,not furnished,3200
Belo Horizonte,140,3,2,0,2,not acept,not furnished,3000
Campinas,138,3,3,0,2,acept,not furnished,7000
Sao Paulo,137,3,4,2,2,acept,not furnished,2200
Campinas,137,3,4,2,2,acept,not furnished,3800
Belo Horizonte,137,3,2,0,2,not acept,not furnished,2000
Sao Paulo,136,3,4,3,2,acept,not furnished,2800
Sao Paulo,136,3,2,2,2,acept,not furnished,2800
Rio de Janeiro,135,3,2,1,2,acept,not furnished,3060
Sao Paulo,132,3,4,3,2,not acept,not furnished,2980
Belo Horizonte,132,3,3,2,2,acept,not furnished,1500
Sao Paulo,130,3,4,3,2,acept,not furnished,4250
Campinas,130,3,5,2,2,acept,not furnished,3610
Rio de Janeiro,130,3,4,1,2,not acept,not furnished,1400
Rio de Janeiro,130,3,3,1,2,acept,not furnished,2500
Belo Horizonte,130,3,3,1,2,acept,not furnished,3200
Rio de Janeiro,130,3,2,1,2,acept,not furnished,2750
Sao Paulo,130,3,2,1,2,acept,furnished,6290
Sao Paulo,130,3,2,1,2,not acept,not furnished,4500
Belo Horizonte,130,3,2,1,2,acept,not furnished,2500
Rio de Janeiro,130,3,1,1,2,acept,not furnished,3500
Belo Horizonte,130,3,1,1,2,acept,not furnished,2000
Porto Alegre,129,3,3,0,2,acept,not furnished,3800
Belo Horizonte,128,3,2,2,2,acept,not furnished,1400
Porto Alegre,127,3,2,2,2,acept,furnished,2900
Sao Paulo,125,3,3,2,2,acept,not furnished,3250
Sao Paulo,125,3,4,1,2,acept,not furnished,4900
Porto Alegre,125,3,3,1,2,acept,not furnished,2400
Sao Paulo,125,3,2,0,2,not acept,not furnished,2700
Belo Horizonte,125,3,2,0,2,acept,not furnished,1850
Belo Horizonte,125,3,2,0,2,acept,not furnished,1200
Sao Paulo,124,3,3,2,2,not acept,not furnished,2500
Porto Alegre,123,3,3,1,2,not acept,not furnished,3000
Porto Alegre,122,3,3,2,2,acept,not furnished,2500
Porto Alegre,121,3,2,2,2,acept,not furnished,2650
Sao Paulo,120,3,3,2,2,acept,not furnished,2039
Porto Alegre,120,3,2,2,2,acept,furnished,2975
Porto Alegre,120,3,2,2,2,not acept,not furnished,2000
Belo Horizonte,120,3,2,2,2,acept,not furnished,1700
Belo Horizonte,120,3,2,2,2,acept,not furnished,1700
Belo Horizonte,120,3,3,1,2,acept,not furnished,2200
Rio de Janeiro,120,3,2,1,2,acept,furnished,4500
Rio de Janeiro,120,3,2,1,2,acept,furnished,4113
Rio de Janeiro,120,3,2,1,2,acept,not furnished,2200
Belo Horizonte,120,3,2,1,2,acept,furnished,2100
Rio de Janeiro,120,3,2,1,2,acept,not furnished,2414
Porto Alegre,120,3,2,1,2,acept,not furnished,1020
Belo Horizonte,120,3,1,1,2,acept,not furnished,3000
Rio de Janeiro,120,3,1,1,2,acept,not furnished,2200
Rio de Janeiro,120,3,2,0,2,acept,not furnished,3700
Sao Paulo,120,3,1,0,2,acept,not furnished,2100
Rio de Janeiro,118,3,2,0,2,acept,not furnished,1560
Rio de Janeiro,117,3,4,1,2,acept,not furnished,4870
Rio de Janeiro,117,3,1,1,2,not acept,not furnished,3700
Rio de Janeiro,116,3,3,2,2,not acept,not furnished,2500
Rio de Janeiro,115,3,2,1,2,acept,not furnished,2900
Belo Horizonte,115,3,2,1,2,not acept,not furnished,2200
Porto Alegre,114,3,2,1,2,acept,furnished,2900
Sao Paulo,113,3,2,2,2,acept,not furnished,4800
Sao Paulo,110,3,3,2,2,acept,furnished,3800
Sao Paulo,110,3,2,2,2,acept,not furnished,2400
Rio de Janeiro,110,3,2,2,2,acept,not furnished,2750
Sao Paulo,110,3,2,2,2,acept,not furnished,5500
Sao Paulo,110,3,2,1,2,not acept,not furnished,4400
Rio de Janeiro,110,3,2,1,2,acept,not furnished,2100
Belo Horizonte,110,3,2,1,2,not acept,not furnished,1400
Belo Horizonte,110,3,2,1,2,not acept,not furnished,1400
Porto Alegre,110,3,1,1,2,acept,not furnished,2700
Belo Horizonte,109,3,2,2,2,acept,not furnished,1800
Sao Paulo,109,3,2,1,2,acept,not furnished,5300
Porto Alegre,109,3,2,1,2,acept,furnished,2423
Sao Paulo,108,3,3,2,2,not acept,not furnished,2200
Sao Paulo,108,3,3,2,2,acept,not furnished,3400
Sao Paulo,108,3,2,2,2,acept,not furnished,2000
Belo Horizonte,107,3,2,2,2,acept,furnished,2400
Porto Alegre,106,3,2,2,2,not acept,furnished,4000
Sao Paulo,106,3,3,1,2,acept,not furnished,2500
Porto Alegre,106,3,3,1,2,acept,not furnished,3000
Rio de Janeiro,106,3,1,0,2,acept,not furnished,2000
Belo Horizonte,105,3,2,2,2,not acept,not furnished,3300
Sao Paulo,105,3,2,2,2,acept,not furnished,7300
Sao Paulo,105,3,2,1,2,acept,not furnished,2380
Rio de Janeiro,105,3,2,1,2,acept,not furnished,1750
Sao Paulo,104,3,2,2,2,acept,not furnished,4200
Porto Alegre,104,3,2,1,2,acept,not furnished,3400
Sao Paulo,103,3,1,3,2,acept,not furnished,3400
Campinas,103,3,2,2,2,acept,not furnished,1360
Sao Paulo,103,3,2,1,2,acept,not furnished,1500
Rio de Janeiro,103,3,1,0,2,acept,not furnished,3500
Rio de Janeiro,102,3,2,1,2,acept,not furnished,1350
Belo Horizonte,101,3,2,2,2,acept,not furnished,2400
Belo Horizonte,100,3,3,2,2,acept,not furnished,3000
Porto Alegre,100,3,2,2,2,acept,furnished,2455
Porto Alegre,100,3,2,2,2,acept,not furnished,2499
Belo Horizonte,100,3,2,2,2,acept,not furnished,1600
Belo Horizonte,100,3,2,2,2,acept,not furnished,1600
Belo Horizonte,100,3,1,2,2,acept,not furnished,1400
Rio de Janeiro,100,3,2,1,2,acept,not furnished,3000
Rio de Janeiro,100,3,2,1,2,acept,not furnished,4190
Belo Horizonte,100,3,2,1,2,acept,not furnished,1300
Belo Horizonte,100,3,2,1,2,acept,not furnished,1400
Sao Paulo,100,3,2,1,2,acept,furnished,1600
Sao Paulo,100,3,1,1,2,acept,not furnished,3000
Rio de Janeiro,100,3,1,1,2,acept,not furnished,1400
Belo Horizonte,100,3,1,1,2,acept,not furnished,1500
Belo Horizonte,100,3,1,1,2,acept,not furnished,1200
Belo Horizonte,100,3,1,1,2,acept,not furnished,2900
Campinas,100,3,2,0,2,not acept,not furnished,808
Rio de Janeiro,100,3,1,0,2,acept,not furnished,1250
Rio de Janeiro,100,3,1,0,2,acept,not furnished,2000
Porto Alegre,99,3,3,1,2,not acept,not furnished,2500
Rio de Janeiro,98,3,2,1,2,acept,not furnished,6000
Belo Horizonte,98,3,2,1,2,not acept,not furnished,1400
Sao Paulo,97,3,2,2,2,acept,not furnished,2100
Sao Paulo,97,3,1,1,2,acept,furnished,6000
Belo Horizonte,96,3,2,1,2,acept,not furnished,1500
Porto Alegre,96,3,2,0,2,acept,not furnished,2100
Porto Alegre,96,3,1,0,2,acept,not furnished,1000
Porto Alegre,95,3,2,2,2,acept,not furnished,2500
Belo Horizonte,95,3,2,2,2,not acept,not furnished,1650
Porto Alegre,95,3,1,2,2,acept,not furnished,1300
Belo Horizonte,95,3,2,1,2,acept,not furnished,2300
Sao Paulo,95,3,2,0,2,acept,not furnished,2350
Rio de Janeiro,95,3,1,0,2,acept,not furnished,3000
Campinas,93,3,2,2,2,acept,not furnished,1700
Belo Horizonte,92,3,3,2,2,acept,not furnished,1600
Sao Paulo,92,3,2,2,2,acept,not furnished,1100
Belo Horizonte,92,3,1,1,2,acept,not furnished,1900
Sao Paulo,90,3,2,2,2,acept,not furnished,1700
Rio de Janeiro,90,3,2,2,2,acept,furnished,2500
Belo Horizonte,90,3,2,2,2,acept,not furnished,3500
Belo Horizonte,90,3,2,2,2,not acept,not furnished,2000
Sao Paulo,90,3,2,1,2,acept,furnished,1631
Rio de Janeiro,90,3,2,1,2,not acept,furnished,3800
Sao Paulo,90,3,2,1,2,acept,not furnished,2000
Porto Alegre,90,3,2,1,2,acept,furnished,2200
Campinas,90,3,2,1,2,acept,not furnished,1600
Belo Horizonte,90,3,2,1,2,acept,not furnished,1859
Belo Horizonte,90,3,2,1,2,not acept,not furnished,1600
Belo Horizonte,90,3,2,1,2,acept,not furnished,1200
Belo Horizonte,90,3,2,1,2,acept,not furnished,1400
Sao Paulo,90,3,1,1,2,acept,not furnished,3000
Sao Paulo,90,3,1,1,2,not acept,not furnished,2400
Belo Horizonte,90,3,2,0,2,not acept,not furnished,1400
Rio de Janeiro,90,3,1,0,2,acept,not furnished,1500
Rio de Janeiro,90,3,1,0,2,acept,not furnished,1500
Belo Horizonte,89,3,2,1,2,acept,not furnished,1300
Belo Horizonte,88,3,2,2,2,not acept,not furnished,1200
Belo Horizonte,88,3,2,1,2,acept,not furnished,1450
Belo Horizonte,88,3,1,1,2,acept,not furnished,1359
Porto Alegre,88,3,2,0,2,acept,not furnished,1658
Belo Horizonte,85,3,3,2,2,not acept,not furnished,1750
Belo Horizonte,85,3,2,2,2,not acept,not furnished,1500
Belo Horizonte,85,3,2,1,2,not acept,not furnished,1500
Belo Horizonte,85,3,1,0,2,not acept,not furnished,1100
